max # buckets,actual # buckets,ground truth split strategy,algorithm_[first solution construction],overall err,weighted res. consumption,latency (cycles),LUTs (%),FFs (%),BRAM (%),DSPs (%),(bucket type : per bucket err)
5,5,depth-distinct,simulated_annealing_histogram_first,5.026289419,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 6.325040315710503) (<class '__main__.FineGrainedBucket'> : 6.026255730906996) (<class '__main__.FineGrainedBucket'> : 5.39119028063921) (<class '__main__.FineGrainedBucket'> : 8.551480631747598) (<class '__main__.FineGrainedBucket'> : 1.6495134685676416) 
5,5,depth-distinct,simulated_annealing_histogram_middle,5.026289419,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 6.325040315710503) (<class '__main__.FineGrainedBucket'> : 6.026255730906996) (<class '__main__.FineGrainedBucket'> : 5.39119028063921) (<class '__main__.FineGrainedBucket'> : 8.551480631747598) (<class '__main__.FineGrainedBucket'> : 1.6495134685676416) 
5,5,depth-distinct,simulated_annealing_histogram_last,5.026289419,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 6.325040315710503) (<class '__main__.FineGrainedBucket'> : 6.026255730906996) (<class '__main__.FineGrainedBucket'> : 5.39119028063921) (<class '__main__.FineGrainedBucket'> : 8.551480631747598) (<class '__main__.FineGrainedBucket'> : 1.6495134685676416) 
5,5,depth-distinct,simulated_annealing_histogram_random,5.026289419,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 6.325040315710503) (<class '__main__.FineGrainedBucket'> : 6.026255730906996) (<class '__main__.FineGrainedBucket'> : 5.39119028063921) (<class '__main__.FineGrainedBucket'> : 8.551480631747598) (<class '__main__.FineGrainedBucket'> : 1.6495134685676416) 
5,5,width,greedy_min_error_histogram,7.926639138,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 15.733469369464814) (<class '__main__.FineGrainedBucket'> : 2.9063049589117) (<class '__main__.FineGrainedBucket'> : 7.508013616640902) (<class '__main__.FineGrainedBucket'> : 1.1948355813642577) (<class '__main__.FineGrainedBucket'> : 0.6094528606160259) 
5,5,width,greedy_avg_res_histogram,7.926639138,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 15.733469369464814) (<class '__main__.FineGrainedBucket'> : 2.9063049589117) (<class '__main__.FineGrainedBucket'> : 7.508013616640902) (<class '__main__.FineGrainedBucket'> : 1.1948355813642577) (<class '__main__.FineGrainedBucket'> : 0.6094528606160259) 
5,5,width,simulated_annealing_histogram_first,7.926639138,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 15.733469369464814) (<class '__main__.FineGrainedBucket'> : 2.9063049589117) (<class '__main__.FineGrainedBucket'> : 7.508013616640902) (<class '__main__.FineGrainedBucket'> : 1.1948355813642577) (<class '__main__.FineGrainedBucket'> : 0.6094528606160259) 
5,5,width,simulated_annealing_histogram_middle,7.926639138,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 15.733469369464814) (<class '__main__.FineGrainedBucket'> : 2.9063049589117) (<class '__main__.FineGrainedBucket'> : 7.508013616640902) (<class '__main__.FineGrainedBucket'> : 1.1948355813642577) (<class '__main__.FineGrainedBucket'> : 0.6094528606160259) 
5,5,width,simulated_annealing_histogram_last,7.926639138,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 15.733469369464814) (<class '__main__.FineGrainedBucket'> : 2.9063049589117) (<class '__main__.FineGrainedBucket'> : 7.508013616640902) (<class '__main__.FineGrainedBucket'> : 1.1948355813642577) (<class '__main__.FineGrainedBucket'> : 0.6094528606160259) 
5,5,width,simulated_annealing_histogram_random,7.926639138,0.046745618,20,16.29807692,6.490384615,75,0,(<class '__main__.FineGrainedBucket'> : 15.733469369464814) (<class '__main__.FineGrainedBucket'> : 2.9063049589117) (<class '__main__.FineGrainedBucket'> : 7.508013616640902) (<class '__main__.FineGrainedBucket'> : 1.1948355813642577) (<class '__main__.FineGrainedBucket'> : 0.6094528606160259) 
6,6,depth-count,greedy_min_error_histogram,7.493992834,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 4.9740383123232945) (<class '__main__.FineGrainedBucket'> : 5.192555868220842) (<class '__main__.FineGrainedBucket'> : 6.301919947281215) (<class '__main__.FineGrainedBucket'> : 4.838704691957423) (<class '__main__.FineGrainedBucket'> : 5.916989716316752) (<class '__main__.FineGrainedBucket'> : 9.031481531464095) 
6,6,depth-count,greedy_avg_res_histogram,7.493992834,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 4.9740383123232945) (<class '__main__.FineGrainedBucket'> : 5.192555868220842) (<class '__main__.FineGrainedBucket'> : 6.301919947281215) (<class '__main__.FineGrainedBucket'> : 4.838704691957423) (<class '__main__.FineGrainedBucket'> : 5.916989716316752) (<class '__main__.FineGrainedBucket'> : 9.031481531464095) 
